name,price,first_name,last_name,above_100
Justin Owens,114.52001,Justin,Owens,True
William Curtis,275.29312,William,Curtis,True
Nicole Zhang,183.37598,Nicole,Zhang,True
Denise Peters,279.20352,Denise,Peters,True
Brian Martinez,216.43822,Brian,Martinez,True
Katie Williams,92.0918,Katie,Williams,False
Melissa Sanchez,7.36122,Melissa,Sanchez,False
Nathan Smith,236.8687,Nathan,Smith,True
Elizabeth Lloyd,221.27257,Elizabeth,Lloyd,True
Brian Miller,220.53836,Brian,Miller,True
Kevin Lin,66.53655,Kevin,Lin,False
Ryan Lee,148.30496,Ryan,Lee,True
Rachel Bates,47.63956,Rachel,Bates,False
Tina Le,288.33282,Tina,Le,True
Gregory Wells,161.82956,Gregory,Wells,True
Shelly Archer,142.56096,Shelly,Archer,True
James Love,146.05476,James,Love,True
Laura Park,131.74164,Laura,Park,True
Diana Williams,82.38286,Diana,Williams,False
Amy Burke,77.89455,Amy,Burke,False
Aaron Odom,210.18529,Aaron,Odom,True
Jack Moreno,101.85174,Jack,Moreno,True
Sara Huff,287.3478,Sara,Huff,True
Kayla Perry,258.49435,Kayla,Perry,True
Kimberly Hernandez,204.70375,Kimberly,Hernandez,True
David Manning,255.6575,David,Manning,True
Connie Hudson,184.6773,Connie,Hudson,True
Laura Smith,241.00456,Laura,Smith,True
Susan Ward,220.24333,Susan,Ward,True
Brandon Smith,15.507425,Brandon,Smith,False
Tara Rush,261.30838,Tara,Rush,True
Joshua Smith,292.39355,Joshua,Smith,True
Eric Ponce,241.20085,Eric,Ponce,True
Drew Fowler,229.38118,Drew,Fowler,True
Dean Taylor,143.21207,Dean,Taylor,True
Mary Cox,83.105255,Mary,Cox,False
Christopher Bernard,286.62317,Christopher,Bernard,True
Victoria Marshall,224.22484,Victoria,Marshall,True
Gina Cantrell,228.92639,Gina,Cantrell,True
Lauren Harris,115.28159,Lauren,Harris,True
Katherine Williams,3.903226,Katherine,Williams,False
Destiny Carter,68.58714,Destiny,Carter,False
Joshua Murphy,290.73557,Joshua,Murphy,True
Mary Oconnell,2.6179585,Mary,Oconnell,False
Matthew Ford MD,207.0978,Matthew,Ford,True
Dakota Lewis,289.39246,Dakota,Lewis,True
Hannah Hardin,271.16583,Hannah,Hardin,True
Tina Romero,177.19032,Tina,Romero,True
Kristen Matthews,237.12134,Kristen,Matthews,True
Kathleen Riddle,291.07483,Kathleen,Riddle,True
Barry Gomez,162.71309,Barry,Gomez,True
Samuel Howell,40.617958,Samuel,Howell,False
Miss Laura Lee,91.29722,Miss Laura,Lee,False
Brendan Osborne DVM,276.27924,Brendan Osborne,DVM,True
Sylvia Guerra,182.9709,Sylvia,Guerra,True
Michael Farrell,226.43413,Michael,Farrell,True
Gregory Andrews,49.720955,Gregory,Andrews,False
Nicole Short,47.781456,Nicole,Short,False
Leonard Cole,18.009123,Leonard,Cole,False
Scott Dean,251.80196,Scott,Dean,True
Justin Nichols,238.40659,Justin,Nichols,True
Daniel Marquez,226.33704,Daniel,Marquez,True
Curtis Vasquez,118.56738,Curtis,Vasquez,True
Anthony Miller,57.563057,Anthony,Miller,False
Mrs. Lori Rowe,148.64426,Lori,Rowe,True
Melissa Nash,21.072895,Melissa,Nash,False
Michael Moran,58.188896,Michael,Moran,False
Ann Price,108.60463,Ann,Price,True
Chris Morales,112.183235,Chris,Morales,True
Linda Barker,164.57782,Linda,Barker,True
Brent Erickson,206.3317,Brent,Erickson,True
Bradley Mercer,99.10333,Bradley,Mercer,False
Roger Mercado,60.21976,Roger,Mercado,False
Steven Smith,41.046486,Steven,Smith,False
John Melendez,175.54327,John,Melendez,True
Kevin Bailey,141.1732,Kevin,Bailey,True
Lauren Pace,132.25452,Lauren,Pace,True
Suzanne Ruiz,121.24995,Suzanne,Ruiz,True
Jimmy Brandt,281.88632,Jimmy,Brandt,True
Crystal Patterson,257.97885,Crystal,Patterson,True
Marie Keller,262.8693,Marie,Keller,True
Brent Douglas,241.45193,Brent,Douglas,True
Timothy Yoder,35.820156,Timothy,Yoder,False
Bobby Brown,258.21777,Bobby,Brown,True
Matthew Lindsey,196.16452,Matthew,Lindsey,True
Ashley Horn,253.3056,Ashley,Horn,True
Michael Crane,130.20612,Michael,Crane,True
Steven Moses,37.569206,Steven,Moses,False
Sabrina Caldwell,207.96432,Sabrina,Caldwell,True
Peter Rodriguez,44.336926,Peter,Rodriguez,False
Thomas Santos,50.789658,Thomas,Santos,False
Christopher Moses,7.9470897,Christopher,Moses,False
Christina Macdonald,70.69107,Christina,Macdonald,False
Anne Moyer,39.000526,Anne,Moyer,False
Christopher Miller,73.74953,Christopher,Miller,False
Amanda Evans MD,49.993896,Amanda,Evans,False
Michael Hoffman,292.81454,Michael,Hoffman,True
Christina Parker,60.604893,Christina,Parker,False
Allen Yang,103.9732,Allen,Yang,True
William Craig,132.26242,William,Craig,True
Natalie Lawrence,73.086914,Natalie,Lawrence,False
Leslie Phillips,54.08477,Leslie,Phillips,False
Kelsey Blanchard,233.6669,Kelsey,Blanchard,True
Justin Romero,291.79922,Justin,Romero,True
Christopher Robertson,155.34879,Christopher,Robertson,True
Don Soto,123.434425,Don,Soto,True
Amanda Carter,196.12846,Amanda,Carter,True
Rebecca Miller,253.13597,Rebecca,Miller,True
Susan King,290.43524,Susan,King,True
Nichole Kim,197.44096,Nichole,Kim,True
Jennifer Brennan,6.4317985,Jennifer,Brennan,False
Marissa Salas,266.46536,Marissa,Salas,True
Leslie Soto,257.3917,Leslie,Soto,True
Christopher Romero,265.87344,Christopher,Romero,True
Catherine Smith,121.62443,Catherine,Smith,True
Casey Sparks,223.4332,Casey,Sparks,True
Joy Bass DDS,9.330746,Joy,Bass,False
Andrew Freeman,30.812351,Andrew,Freeman,False
Kristi Phillips,98.299576,Kristi,Phillips,False
Lisa Harvey,51.90383,Lisa,Harvey,False
Molly Stevens,114.4886,Molly,Stevens,True
Heather Logan,287.64136,Heather,Logan,True
Michelle Ferrell,237.92574,Michelle,Ferrell,True
Ashley Carter,0.93611175,Ashley,Carter,False
Cathy Rodriguez,271.2089,Cathy,Rodriguez,True
Curtis King,174.13293,Curtis,King,True
Kevin White,134.27673,Kevin,White,True
Joan Bennett,53.827274,Joan,Bennett,False
Christine Townsend,146.995,Christine,Townsend,True
Jeremy Smith,52.459785,Jeremy,Smith,False
Robert Brooks,215.38985,Robert,Brooks,True
Riley Sims,7.442438,Riley,Sims,False
Michael Barnett,70.13115,Michael,Barnett,False
Julie Lewis,225.2868,Julie,Lewis,True
Madison Collins,289.40756,Madison,Collins,True
Sheila Roberts,88.01797,Sheila,Roberts,False
Sandy Logan,152.8335,Sandy,Logan,True
Lisa Sanders,224.68472,Lisa,Sanders,True
Alan Carrillo,82.52795,Alan,Carrillo,False
Bryan Gonzalez,292.3499,Bryan,Gonzalez,True
Tony Campbell,227.56166,Tony,Campbell,True
Tricia Diaz,226.85052,Tricia,Diaz,True
Thomas Bautista,172.73402,Thomas,Bautista,True
Leah Adams,262.46957,Leah,Adams,True
Sarah Garcia,142.58064,Sarah,Garcia,True
Samuel Kelly,74.13104,Samuel,Kelly,False
Donald Davis,40.42276,Donald,Davis,False
Jason Clayton,46.44295,Jason,Clayton,False
Steven Johnson,56.81281,Steven,Johnson,False
Mark Harrington,34.554092,Mark,Harrington,False
Sarah Johnston,250.27484,Sarah,Johnston,True
Eric Mclean,10.03112,Eric,Mclean,False
Andrea Wallace,275.37524,Andrea,Wallace,True
Jessica Nash,299.788,Jessica,Nash,True
Sherry Washington,172.71164,Sherry,Washington,True
Christopher Mcdonald,160.46269,Christopher,Mcdonald,True
Amber Frey,34.950237,Amber,Frey,False
Paul Hernandez,289.54596,Paul,Hernandez,True
Caitlin Wolfe,133.4922,Caitlin,Wolfe,True
Linda Moore,109.11137,Linda,Moore,True
Emily Kennedy,184.34244,Emily,Kennedy,True
Johnathan Roberts,240.06711,Johnathan,Roberts,True
Sheila Meyer,8.951607,Sheila,Meyer,False
John Miller,12.776983,John,Miller,False
Brian Taylor,206.10722,Brian,Taylor,True
April Johnson,44.639084,April,Johnson,False
Jacqueline Roberts,257.76007,Jacqueline,Roberts,True
Deborah Mullins,8.124781,Deborah,Mullins,False
John Morales,282.15228,John,Morales,True
Sara Knight,69.119484,Sara,Knight,False
Nicholas Jones,147.99034,Nicholas,Jones,True
Melissa Smith,137.90242,Melissa,Smith,True
Sophia Bush DDS,240.35443,Sophia,Bush,True
Amanda Haynes,254.49478,Amanda,Haynes,True
Mark Scott,217.34659,Mark,Scott,True
Briana Stout,284.92328,Briana,Stout,True
Adriana Hernandez,137.05539,Adriana,Hernandez,True
Savannah Owens,114.15849,Savannah,Owens,True
Darrell Miller,235.39699,Darrell,Miller,True
Kathleen Cole,9.45882,Kathleen,Cole,False
Debra Greene,17.709131,Debra,Greene,False
Miranda Thomas,209.76605,Miranda,Thomas,True
Miranda Grimes,30.169872,Miranda,Grimes,False
Robert Murray,45.25531,Robert,Murray,False
Emily Jimenez,68.15199,Emily,Jimenez,False
Sarah Nelson,142.5967,Sarah,Nelson,True
Brandon Howard,116.91784,Brandon,Howard,True
Anita Morton,174.45766,Anita,Morton,True
Tanya Gomez,141.95665,Tanya,Gomez,True
Brenda Ramirez,182.47415,Brenda,Ramirez,True
William Kim,59.61513,William,Kim,False
Jade Larsen,15.484456,Jade,Larsen,False
Dale Aguilar,285.87823,Dale,Aguilar,True
Mary Parsons,97.64927,Mary,Parsons,False
Juan Walker,282.04395,Juan,Walker,True
Andres Davis,132.05284,Andres,Davis,True
Amy Brock,216.591,Amy,Brock,True
Melissa Spencer,204.32191,Melissa,Spencer,True
Michael Conner,254.20361,Michael,Conner,True
Christina Norman,240.0086,Christina,Norman,True
Claudia Powell,138.31671,Claudia,Powell,True
Christopher Smith,149.87767,Christopher,Smith,True
Jason Reyes,201.3017,Jason,Reyes,True
Teresa Powers,74.94865,Teresa,Powers,False
Jordan Owens,173.40154,Jordan,Owens,True
Brianna Strickland,109.38492,Brianna,Strickland,True
Henry Newton,15.916509,Henry,Newton,False
Brittney Salinas,185.21577,Brittney,Salinas,True
Susan Burton,81.352974,Susan,Burton,False
Autumn Anderson,174.85023,Autumn,Anderson,True
Philip Craig,181.80333,Philip,Craig,True
Rickey Hansen,98.17265,Rickey,Hansen,False
Kenneth Mitchell,179.26929,Kenneth,Mitchell,True
Jasmine Trevino,154.89284,Jasmine,Trevino,True
James Gomez,236.19006,James,Gomez,True
Steven Barnes,164.34471,Steven,Barnes,True
Sara Lawrence,191.97299,Sara,Lawrence,True
Alejandro Moore DVM,69.55865,Alejandro Moore,DVM,False
Chris Sanchez,126.87627,Chris,Sanchez,True
James Lamb,37.85687,James,Lamb,False
Blake Cox,298.89185,Blake,Cox,True
Brandon Oliver,65.84316,Brandon,Oliver,False
Kelly Olsen,222.08025,Kelly,Olsen,True
Lisa Obrien,270.59418,Lisa,Obrien,True
Deanna Barnes,235.80032,Deanna,Barnes,True
David Knight,98.60177,David,Knight,False
Eric David,172.01308,Eric,David,True
Darryl Williams,189.94823,Darryl,Williams,True
Anne Kaiser,258.03372,Anne,Kaiser,True
Carol Richards,190.31813,Carol,Richards,True
Thomas Maldonado,210.49365,Thomas,Maldonado,True
Darrell Cruz,170.69594,Darrell,Cruz,True
Samuel Gamble,290.11,Samuel,Gamble,True
April Sanchez,102.83512,April,Sanchez,True
David Lee,195.63809,David,Lee,True
Mark Mejia,173.39844,Mark,Mejia,True
Nicholas Wright,227.75111,Nicholas,Wright,True
Christine Hartman,234.5346,Christine,Hartman,True
Janet Hill,286.84283,Janet,Hill,True
Stephanie Jenkins DDS,260.1018,Stephanie,Jenkins,True
Mark Walker,45.776234,Mark,Walker,False
Timothy Dominguez,265.56232,Timothy,Dominguez,True
Leslie Gonzalez,104.29871,Leslie,Gonzalez,True
Holly Hayes,285.31674,Holly,Hayes,True
Shannon Long,222.06732,Shannon,Long,True
Jermaine Hardy,284.0162,Jermaine,Hardy,True
Billy Thomas,27.272406,Billy,Thomas,False
Donna Terry,53.964775,Donna,Terry,False
Jaclyn Chapman,88.93038,Jaclyn,Chapman,False
Jasmine Cox,151.45692,Jasmine,Cox,True
Elizabeth Hart,38.68523,Elizabeth,Hart,False
Meagan Evans,272.17126,Meagan,Evans,True
Peter Sanchez,247.06021,Peter,Sanchez,True
Dana Thomas,37.554897,Dana,Thomas,False
Teresa Mitchell,231.96718,Teresa,Mitchell,True
Jacob Owen,49.7255,Jacob,Owen,False
Shane Torres,149.57379,Shane,Torres,True
John White,77.22075,John,White,False
Kelsey Martinez,170.08116,Kelsey,Martinez,True
Janice Perez,24.590912,Janice,Perez,False
James Villanueva,111.59524,James,Villanueva,True
Courtney Hill,6.800844,Courtney,Hill,False
Melissa Sheppard,123.75199,Melissa,Sheppard,True
Stephen White,67.510704,Stephen,White,False
Lisa Coleman,181.66472,Lisa,Coleman,True
Jason Wade,146.21117,Jason,Wade,True
Erik Davis,94.92569,Erik,Davis,False
Daniel Lewis,277.74854,Daniel,Lewis,True
Robert Fields,16.371088,Robert,Fields,False
Anthony Shelton,202.26328,Anthony,Shelton,True
Peter Peterson,234.86932,Peter,Peterson,True
Terrence Bradford,254.53539,Terrence,Bradford,True
Matthew Nguyen,47.232864,Matthew,Nguyen,False
Carla Martinez,256.66953,Carla,Martinez,True
Eric West,77.79961,Eric,West,False
Holly Wade,260.2171,Holly,Wade,True
Andrea Ward,50.277176,Andrea,Ward,False
Hannah Miller,223.62129,Hannah,Miller,True
Kimberly Watkins,257.02396,Kimberly,Watkins,True
Mark Cherry,98.31182,Mark,Cherry,False
Mary Randolph,214.9547,Mary,Randolph,True
John Smith,294.26483,John,Smith,True
Katherine Frazier,34.998863,Katherine,Frazier,False
Matthew Carey,191.48575,Matthew,Carey,True
Sean Burgess,258.5044,Sean,Burgess,True
Kelli Turner,95.21352,Kelli,Turner,False
Beth Davis,34.809982,Beth,Davis,False
Robert Terrell,225.96587,Robert,Terrell,True
Taylor Ochoa,104.67043,Taylor,Ochoa,True
John Vasquez,108.058655,John,Vasquez,True
Peter Castillo,66.74885,Peter,Castillo,False
Samantha Aguilar,250.09216,Samantha,Aguilar,True
Tyler Daugherty,20.54926,Tyler,Daugherty,False
Michael Lee,206.79758,Michael,Lee,True
Destiny Black,81.46506,Destiny,Black,False
Mrs. Stephanie Mitchell,9.182266,Stephanie,Mitchell,False
Phillip Mckenzie,87.42143,Phillip,Mckenzie,False
Patrick Carter,255.56575,Patrick,Carter,True
Matthew Mccall,297.2237,Matthew,Mccall,True
Mrs. Misty Ramsey,4.3571553,Misty,Ramsey,False
Valerie Clark,46.471676,Valerie,Clark,False
Michael Matthews,206.75061,Michael,Matthews,True
Laura Garrett,107.250755,Laura,Garrett,True
David Young,55.312466,David,Young,False
Ryan Jones,138.24019,Ryan,Jones,True
Sean Mcdonald,243.08934,Sean,Mcdonald,True
Seth Lopez,204.94798,Seth,Lopez,True
Daniel Hickman,94.57712,Daniel,Hickman,False
Robin Graves,226.5277,Robin,Graves,True
Brian Rodriguez,14.270942,Brian,Rodriguez,False
Rebecca Stevenson,123.74084,Rebecca,Stevenson,True
Michaela Taylor,203.3017,Michaela,Taylor,True
Erin King,164.6933,Erin,King,True
Jennifer Hale,100.70803,Jennifer,Hale,True
Jennifer Williams,227.2309,Jennifer,Williams,True
Sharon Webster,51.55699,Sharon,Webster,False
Evelyn Adams,287.9265,Evelyn,Adams,True
Melissa Mclean,291.93152,Melissa,Mclean,True
Sean Martinez,190.07036,Sean,Martinez,True
Nancy Williams,83.32901,Nancy,Williams,False
Cheryl Richards,273.53033,Cheryl,Richards,True
Eduardo Martinez,222.77643,Eduardo,Martinez,True
Michael Stephens,257.9568,Michael,Stephens,True
Kimberly Noble,83.592445,Kimberly,Noble,False
Matthew Williams,71.38662,Matthew,Williams,False
Jason Pham DVM,218.08467,Jason Pham,DVM,True
Mrs. Kristen Smith,155.62479,Kristen,Smith,True
Steven Lawrence,69.323524,Steven,Lawrence,False
Paul Jacobs,167.01602,Paul,Jacobs,True
Sara Bradley,253.48051,Sara,Bradley,True
Daniel Craig,138.16612,Daniel,Craig,True
Christina Navarro,67.41097,Christina,Navarro,False
Adam Murray,87.83119,Adam,Murray,False
Kendra Floyd,71.468704,Kendra,Floyd,False
Derek Carter,170.72401,Derek,Carter,True
Billy Stanley,269.79163,Billy,Stanley,True
Cassandra Evans,254.71268,Cassandra,Evans,True
Jason Phillips,22.623974,Jason,Phillips,False
Dustin Hernandez,275.6219,Dustin,Hernandez,True
Frank Bright,294.45584,Frank,Bright,True
Angela Tucker,184.22012,Angela,Tucker,True
Emily Wallace,193.9827,Emily,Wallace,True
Megan Figueroa,39.39234,Megan,Figueroa,False
James Sherman,66.91902,James,Sherman,False
Margaret Jacobs,202.82474,Margaret,Jacobs,True
Lori Gonzales,53.298134,Lori,Gonzales,False
Brian Johnson,37.174774,Brian,Johnson,False
Thomas Atkins,49.274033,Thomas,Atkins,False
Linda Diaz,176.15028,Linda,Diaz,True
Jeffery Freeman,281.52643,Jeffery,Freeman,True
Angela Martin,219.942,Angela,Martin,True
Jeremy Wilson,0.029835416,Jeremy,Wilson,False
John Holland,138.43077,John,Holland,True
John Kim,164.60806,John,Kim,True
Dakota Greene,62.916084,Dakota,Greene,False
Shirley Cline,54.783924,Shirley,Cline,False
Wendy Murphy,245.17892,Wendy,Murphy,True
Richard Jones,144.26476,Richard,Jones,True
John Nguyen,276.28687,John,Nguyen,True
Theresa Moran,298.1956,Theresa,Moran,True
Rebecca Christensen,277.4599,Rebecca,Christensen,True
Daniel Bird,201.01093,Daniel,Bird,True
Derek Jones,77.67874,Derek,Jones,False
Tracy Williams,104.300476,Tracy,Williams,True
Joshua Young,83.56359,Joshua,Young,False
Pamela Clements,212.98395,Pamela,Clements,True
Jared Watson,71.23466,Jared,Watson,False
Dr. Thomas Campbell MD,246.66249,Thomas,Campbell,True
Robert Morris,99.09374,Robert,Morris,False
Maria Wallace,122.56767,Maria,Wallace,True
Miss Meagan Brown,31.333527,Miss Meagan,Brown,False
Thomas Burke,88.26129,Thomas,Burke,False
Jamie Avila,65.74925,Jamie,Avila,False
Benjamin Sanchez,30.764153,Benjamin,Sanchez,False
Makayla Gibson,280.83173,Makayla,Gibson,True
Olivia Little,25.499035,Olivia,Little,False
Michael Knight,231.22266,Michael,Knight,True
Amy Huffman,110.90828,Amy,Huffman,True
John Martinez,106.863556,John,Martinez,True
Jordan Chang,122.63394,Jordan,Chang,True
Ryan Carpenter,124.15932,Ryan,Carpenter,True
Mary Simmons,182.63023,Mary,Simmons,True
Jonathan Bender,131.45535,Jonathan,Bender,True
Dr. Jorge Ross,27.778786,Jorge,Ross,False
Adrian Wright,94.12946,Adrian,Wright,False
Dr. Lisa Merritt,250.64735,Lisa,Merritt,True
Robert Murray,117.002426,Robert,Murray,True
Lori Cantu,162.47923,Lori,Cantu,True
Emma Burgess,70.63762,Emma,Burgess,False
David Peterson,150.74448,David,Peterson,True
Michael Dean,17.641926,Michael,Dean,False
Leslie Valdez,166.41809,Leslie,Valdez,True
James Tran,163.85167,James,Tran,True
David Blackwell,222.0914,David,Blackwell,True
Brandi Vazquez,107.44893,Brandi,Vazquez,True
Larry Dillon,144.20929,Larry,Dillon,True
Dr. Steven Wolfe,272.7713,Steven,Wolfe,True
Edwin Ferguson,233.32397,Edwin,Ferguson,True
Sylvia Kelly,9.728771,Sylvia,Kelly,False
Sandra Acosta,295.86038,Sandra,Acosta,True
Lori Robinson,123.35994,Lori,Robinson,True
Heather Glass,149.85674,Heather,Glass,True
Connor Ortiz,123.15974,Connor,Ortiz,True
Anna Sanchez,147.2237,Anna,Sanchez,True
Joseph Anderson,235.96216,Joseph,Anderson,True
Daniel Martinez,234.12514,Daniel,Martinez,True
Jennifer Lutz,133.7514,Jennifer,Lutz,True
Todd Ware,249.94344,Todd,Ware,True
Kristina Becker,38.78643,Kristina,Becker,False
Matthew Brown,51.442665,Matthew,Brown,False
Casey Gonzalez,256.71347,Casey,Gonzalez,True
Tony Nichols,188.11644,Tony,Nichols,True
Taylor Bruce,157.08737,Taylor,Bruce,True
Levi Daniels,171.31372,Levi,Daniels,True
Kelly Hall,94.06369,Kelly,Hall,False
Rebecca Ruiz,147.12088,Rebecca,Ruiz,True
Melissa Nguyen,217.74225,Melissa,Nguyen,True
Brian Ryan,52.636158,Brian,Ryan,False
Pam King,73.56158,Pam,King,False
Paul Schneider,158.75099,Paul,Schneider,True
Beth Hooper,210.0208,Beth,Hooper,True
Kimberly Smith,100.276535,Kimberly,Smith,True
Kyle Atkins,220.32547,Kyle,Atkins,True
Vanessa Zamora,274.89294,Vanessa,Zamora,True
Derrick Liu,20.522892,Derrick,Liu,False
Ryan Lawrence,173.78143,Ryan,Lawrence,True
Robert Kelly,214.13998,Robert,Kelly,True
Evan Mills,186.27332,Evan,Mills,True
Richard Joseph,222.89124,Richard,Joseph,True
William Allen,88.30392,William,Allen,False
Wesley Jackson,248.1262,Wesley,Jackson,True
Scott Jenkins,255.51201,Scott,Jenkins,True
Mathew Mitchell,30.872793,Mathew,Mitchell,False
Carrie Williams,165.40315,Carrie,Williams,True
Mark Rivera,218.43034,Mark,Rivera,True
Michael Deleon,216.05162,Michael,Deleon,True
Kelly Garcia,207.49908,Kelly,Garcia,True
Tammy Cook,49.371216,Tammy,Cook,False
Mary Bradford,89.169754,Mary,Bradford,False
Nicole Ramsey,11.799825,Nicole,Ramsey,False
Jill Giles,126.12115,Jill,Giles,True
Michael Ortiz,77.73458,Michael,Ortiz,False
Cheryl Alvarez,156.4129,Cheryl,Alvarez,True
Heather Flores,261.77606,Heather,Flores,True
Andrew Roberts,88.04939,Andrew,Roberts,False
Sheila Bell,223.32425,Sheila,Bell,True
James Cabrera,264.16223,James,Cabrera,True
Crystal Briggs,67.47935,Crystal,Briggs,False
Joseph Russell,71.90456,Joseph,Russell,False
Julie Lewis,99.91403,Julie,Lewis,False
Rebecca Green,107.36382,Rebecca,Green,True
Aaron Kerr,56.44952,Aaron,Kerr,False
Samantha Hodges,192.45709,Samantha,Hodges,True
Eileen Rivera,166.23035,Eileen,Rivera,True
Sarah Holland,99.11928,Sarah,Holland,False
Anita Armstrong,255.85185,Anita,Armstrong,True
Brenda Cox,268.0207,Brenda,Cox,True
Miranda Elliott,155.76752,Miranda,Elliott,True
Cameron Fowler,3.2595153,Cameron,Fowler,False
Timothy Martinez,169.71294,Timothy,Martinez,True
Scott Webb,69.81519,Scott,Webb,False
Susan Campos,91.62697,Susan,Campos,False
Robert Mcintosh,115.50577,Robert,Mcintosh,True
Ashley Hanson,17.136826,Ashley,Hanson,False
Loretta Thomas,136.44363,Loretta,Thomas,True
Michael Arnold MD,191.06479,Michael,Arnold,True
Cindy Gomez,298.7564,Cindy,Gomez,True
Mariah Perez,182.98355,Mariah,Perez,True
James Mcdowell,185.4113,James,Mcdowell,True
Deanna Lee,243.35565,Deanna,Lee,True
Tammy Smith,5.6688023,Tammy,Smith,False
Kristine Castillo,135.66832,Kristine,Castillo,True
Thomas Walsh,269.05905,Thomas,Walsh,True
John Lynch,285.42398,John,Lynch,True
Timothy Sullivan,178.20563,Timothy,Sullivan,True
David Jones,219.94717,David,Jones,True
Austin Reynolds,230.29057,Austin,Reynolds,True
Joseph Taylor,250.83022,Joseph,Taylor,True
Amanda Bishop,146.74995,Amanda,Bishop,True
Michelle Roman,211.33224,Michelle,Roman,True
Brandy Mcdonald,20.814308,Brandy,Mcdonald,False
Colleen Lynch,293.57245,Colleen,Lynch,True
Jesse Lloyd,192.1219,Jesse,Lloyd,True
Stephanie Berry,180.97075,Stephanie,Berry,True
Michele Sandoval,240.71646,Michele,Sandoval,True
Brenda Rojas,53.003323,Brenda,Rojas,False
John Boyd,275.29553,John,Boyd,True
Kelly Dawson,198.50609,Kelly,Dawson,True
Danielle Nguyen,82.0823,Danielle,Nguyen,False
Michelle Martinez,32.61848,Michelle,Martinez,False
Sabrina Reid,81.241005,Sabrina,Reid,False
Mrs. Jennifer Murphy DVM,128.08138,Jennifer Murphy,DVM,True
Jason Williams,142.34123,Jason,Williams,True
Amy Love,170.69997,Amy,Love,True
Russell Chandler,277.89804,Russell,Chandler,True
Jermaine Terry,163.43628,Jermaine,Terry,True
Shawn Guzman,55.661804,Shawn,Guzman,False
Jacqueline Marks,71.180695,Jacqueline,Marks,False
Steven Sullivan,123.059135,Steven,Sullivan,True
Deborah Cardenas,24.532772,Deborah,Cardenas,False
Suzanne Clarke,98.314705,Suzanne,Clarke,False
Kathleen Gibson,223.87271,Kathleen,Gibson,True
Kathleen Gordon,51.142017,Kathleen,Gordon,False
Robin Rodriguez,26.49742,Robin,Rodriguez,False
Christine Clark,80.98399,Christine,Clark,False
John Mays,283.12817,John,Mays,True
Jessica Cooke,22.645163,Jessica,Cooke,False
Brian Smith,206.94862,Brian,Smith,True
Derrick Mendez,178.59145,Derrick,Mendez,True
Mark Galvan,124.465996,Mark,Galvan,True
Michael Smith,164.74214,Michael,Smith,True
Jonathan Best,252.27031,Jonathan,Best,True
Linda Mendoza,160.01987,Linda,Mendoza,True
Michelle Martin,189.02876,Michelle,Martin,True
Patricia Washington,30.560522,Patricia,Washington,False
Curtis Burns,203.45158,Curtis,Burns,True
Mary Brown,128.49146,Mary,Brown,True
Brenda Potter,60.249702,Brenda,Potter,False
Brent Mitchell,105.841156,Brent,Mitchell,True
Michael Young,249.06184,Michael,Young,True
William Joyce,166.4238,William,Joyce,True
Patrick Williams,31.036968,Patrick,Williams,False
John Lambert,12.837882,John,Lambert,False
Catherine Wilcox,191.11671,Catherine,Wilcox,True
Carol Gould,283.18323,Carol,Gould,True
Michael Gentry,61.786106,Michael,Gentry,False
Lee Harris II,4.8572316,Lee Harris,II,False
Rachel Ferguson,74.13643,Rachel,Ferguson,False
Andrew Taylor,131.942,Andrew,Taylor,True
Caitlin Murphy,267.3097,Caitlin,Murphy,True
Andrea Perkins,5.2658186,Andrea,Perkins,False
David Herrera,255.06253,David,Herrera,True
Timothy Dickerson,54.321606,Timothy,Dickerson,False
Karen Sanchez,165.42458,Karen,Sanchez,True
Joseph Flores,254.93245,Joseph,Flores,True
Henry Williams,75.2183,Henry,Williams,False
Roberto Valdez,9.642442,Roberto,Valdez,False
Christine Hayes,168.52122,Christine,Hayes,True
Rebecca Johnson,178.35742,Rebecca,Johnson,True
Barbara Johnson,277.43597,Barbara,Johnson,True
Angela Morgan,127.7032,Angela,Morgan,True
Michael Marshall,241.77399,Michael,Marshall,True
James Wolfe,298.3562,James,Wolfe,True
Shaun Thompson,293.53604,Shaun,Thompson,True
Christopher Ramirez,105.70687,Christopher,Ramirez,True
Julie Anderson,164.30186,Julie,Anderson,True
Jacob Anthony,59.39266,Jacob,Anthony,False
Earl Hahn,177.48671,Earl,Hahn,True
Rachel Russell,72.99114,Rachel,Russell,False
Autumn Pace,173.44698,Autumn,Pace,True
Katherine Allen,178.58705,Katherine,Allen,True
Amber Warner,136.95615,Amber,Warner,True
Bryan Brown,161.9576,Bryan,Brown,True
Richard Espinoza,92.204185,Richard,Espinoza,False
Shannon Anderson,22.32745,Shannon,Anderson,False
Donna Brown,79.772156,Donna,Brown,False
Bonnie Roberts,130.10039,Bonnie,Roberts,True
Tony Smith,254.6398,Tony,Smith,True
John Collier,214.64201,John,Collier,True
Victoria Carson,102.74858,Victoria,Carson,True
Robert Barnett,176.32214,Robert,Barnett,True
Nicholas Thomas,9.484481,Nicholas,Thomas,False
Christine Armstrong,142.14659,Christine,Armstrong,True
Tanya Oliver,286.9973,Tanya,Oliver,True
Brandi Beck,92.52949,Brandi,Beck,False
Charles Jacobs,284.13367,Charles,Jacobs,True
Kathryn Phillips,39.586998,Kathryn,Phillips,False
Samantha Smith,36.46258,Samantha,Smith,False
